career_domain,math_scores,cs_fundamentals_scores,cgpa,cognitive_ability_score,programming_skill,web_dev_skill,mobile_dev_skill,data_analytics_skill,data_science_ml_skill,db_sql_skill,cloud_devops_skill,cybersecurity_skill,networking_sysadmin_skill,ui_ux_design_skill,qa_testing_skill,business_analysis_skill,interest_dev_overall,interest_data_overall,interest_cloud_infra_overall,interest_cybersecurity,interest_ui_ux_design,interest_business_and_management,teamwork_behavior,learning_motivation,communication_skill,professional_discipline_score,project_count,project_complexity,internship_experience_count,github_repos_count,github_commits_90d,certifications_total,lang_python,lang_java,lang_javascript,lang_c_cpp,lang_sql,frontend_react,frontend_angular,backend_node,backend_django,backend_spring,db_postgres,data_tool_spark,data_tool_airflow,data_tool_kafka,cloud_aws,cloud_azure,devops_docker,devops_kubernetes,devops_terraform,observability_prometheus,observability_grafana,security_tool_siem,security_tool_wireshark,security_tool_burpsuite,testing_tool_selenium,testing_tool_jmeter,mobile_kotlin,mobile_flutter,projects_backend,projects_frontend,projects_fullstack,projects_mobile_android,projects_data_analytics,projects_data_engineering,projects_ml_ai,projects_cloud,projects_devops,projects_security_defense,projects_security_offense,projects_embedded,system_design_score,distributed_systems_knowledge_score,cloud_arch_patterns_score,data_modeling_skill,api_design_skill,siem_experience_score,incident_response_cases,vuln_assessments_done,pentest_tools_known_count,compliance_frameworks_known_count,embedded_c_cpp_skill,microcontroller_projects_count,rtos_experience_score,firmware_debugging_skill,job_role
Data & Artificial Intelligence,75.92,67.17,8.29,7.14,8.27,3.8,4.67,7.07,8.65,7.89,7.7,1.62,4.3,2.95,6.41,4.88,6.19,8.24,5.41,4.82,3.71,4.39,8.48,5.9,7.13,0.62,3,5.53,2,5,68,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,1,0,4.3,6.93,2.74,7.83,5.45,3.75,0,0,0,0,1.04,0,2.44,4.17,Data Engineer
"Cloud, DevOps & Platform Engineering",55.82,62.04,7.91,2.85,4.28,1.74,2.61,6.58,5.45,5.3,9.91,6.97,7.15,1.96,5.37,6.16,4.33,5.69,9.21,6.61,5.81,5.62,3.05,7.65,4.56,0.88,11,6.0,3,12,220,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,3,1,0,1,8.2,9.13,9.12,4.46,5.66,2.61,0,0,0,0,4.44,0,3.54,4.78,Platform Engineer
Cybersecurity,68.93,57.05,6.28,5.76,5.87,3.46,1.09,4.52,2.21,5.06,4.24,7.91,7.73,1.7,3.87,5.29,5.98,9.14,5.78,9.26,3.27,4.11,6.36,4.45,7.28,0.61,7,5.15,1,10,189,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0.71,7.11,3.91,2.7,5.53,6.06,19,3,2,1,4.4,0,1.64,0.67,Cybersecurity Engineer
Software Engineering,66.12,93.58,6.33,7.12,2.89,1.67,6.68,6.18,8.87,7.01,6.13,4.35,4.96,4.71,4.02,5.39,9.57,6.55,3.65,4.93,6.32,3.49,4.52,4.96,5.8,0.4,10,5.24,1,18,208,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.67,6.08,3.62,3.47,5.37,3.81,0,0,1,0,3.66,1,2.35,2.93,Application Support Engineer
Data & Artificial Intelligence,84.21,96.88,7.86,7.84,7.0,2.02,3.67,7.6,5.93,8.41,7.9,2.43,4.15,3.03,2.35,5.9,3.75,9.35,7.26,6.16,6.06,6.56,6.37,8.55,7.39,0.71,11,6.15,1,9,185,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,3,0,1,0,0,0,5.29,6.06,5.6,5.94,7.05,3.23,0,1,0,0,3.89,0,0.86,4.22,MLOps Engineer
UI/UX & Product,90.7,65.93,7.0,4.7,4.82,8.53,8.24,8.21,3.53,1.6,2.7,2.06,0.18,9.2,4.46,7.31,3.75,6.93,8.32,4.2,6.37,7.69,8.38,4.93,8.61,0.54,4,5.13,2,6,139,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,2.83,2.7,2.73,5.08,2.21,2.97,0,0,0,0,1.35,0,3.13,0.71,Associate Product Manager
Cybersecurity,69.14,64.95,7.57,8.49,7.67,4.59,2.65,5.87,0.14,3.2,7.23,8.05,6.6,0.31,9.98,2.43,5.24,9.09,4.97,8.59,7.78,6.67,3.58,5.77,5.49,0.6,7,9.69,2,8,119,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,3.89,4.84,3.45,3.86,6.57,7.43,10,27,9,0,3.58,0,1.74,2.21,Penetration Tester
"Cloud, DevOps & Platform Engineering",72.57,64.82,7.8,6.82,5.26,2.24,3.26,7.7,3.89,4.67,9.59,5.56,10.0,5.15,7.1,3.13,6.71,3.99,6.71,6.18,7.96,5.86,5.37,5.93,4.66,0.64,9,7.13,2,12,200,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,9.53,5.06,6.55,3.24,5.81,1.18,0,0,0,0,3.85,0,4.12,3.99,DevOps Engineer
Quality Assurance & Testing,59.73,81.74,7.23,5.61,6.93,2.12,8.75,4.05,2.82,7.2,5.01,2.89,5.5,1.24,9.46,1.55,5.98,8.22,6.2,4.18,6.98,6.59,5.19,5.97,5.27,0.79,9,5.52,2,7,92,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,7.22,8.92,3.52,4.16,5.66,4.97,0,0,0,0,3.49,0,5.2,1.64,Automation Test Engineer
Software Engineering,67.62,72.68,7.17,4.82,3.32,9.05,5.51,7.48,6.55,2.91,6.97,5.83,3.04,4.59,5.94,6.68,8.32,5.7,6.11,3.92,4.84,5.98,5.93,8.62,5.6,0.47,7,6.42,1,4,141,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5.54,5.92,3.96,5.11,9.72,2.74,0,1,0,0,0.69,0,1.56,0.45,Game Developer
Cybersecurity,67.72,63.99,7.11,7.43,7.22,4.87,4.4,3.28,4.68,5.47,6.17,7.99,8.37,3.42,6.95,4.86,7.71,5.07,5.13,8.84,6.38,6.53,9.13,8.27,6.37,0.78,8,6.53,1,11,152,2,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,0,0,1,0,2,2,0,1,2.25,9.03,0.69,0.66,5.74,5.44,8,11,4,1,2.49,0,5.51,0.56,Cybersecurity Engineer
Data & Artificial Intelligence,80.95,72.4,7.77,7.49,9.03,2.09,4.41,8.96,7.24,10.0,9.3,2.37,5.12,4.64,3.59,4.47,4.95,8.17,4.34,4.33,3.88,7.23,6.63,6.58,5.91,0.59,10,6.2,1,14,115,4,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,1,0,2,1,1,0,8.14,4.94,4.83,2.85,7.59,1.11,0,2,0,0,3.85,1,2.79,5.58,Machine Learning Engineer
Data & Artificial Intelligence,64.3,77.6,10.0,6.28,6.43,5.44,3.11,6.27,6.85,6.52,4.42,2.51,4.25,5.74,1.47,4.87,6.77,7.28,8.29,6.88,6.99,7.58,7.01,9.03,7.5,0.58,8,8.32,1,7,128,2,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,1,7.2,4.82,3.81,6.61,4.93,0.51,1,0,0,0,1.05,0,3.96,2.78,Data Engineer
Data & Artificial Intelligence,90.24,76.13,7.95,7.86,8.12,4.39,5.92,6.26,4.55,7.89,8.35,2.37,5.41,5.32,3.77,7.47,7.44,8.43,5.51,5.86,7.24,9.29,7.5,6.96,3.57,0.56,11,7.93,3,10,167,4,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,7.42,6.46,3.55,4.33,9.65,3.24,0,0,0,0,2.92,0,2.27,2.1,MLOps Engineer
Quality Assurance & Testing,81.55,78.51,8.05,5.58,7.67,3.13,4.33,1.21,2.93,6.07,2.42,3.06,2.69,3.68,9.03,1.71,5.27,6.77,6.59,5.47,4.11,5.94,8.32,5.83,6.13,0.52,9,6.79,2,14,189,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5,1,1,0,1,1,0,0,0,0,0,1,2.48,6.31,1.03,5.11,3.9,2.56,0,0,0,1,2.36,0,1.62,1.84,Automation Test Engineer
Software Engineering,62.69,90.4,6.44,5.18,7.13,7.19,6.26,7.2,4.63,5.02,6.41,3.55,3.83,7.41,4.07,9.29,7.54,3.94,7.27,8.84,6.49,7.44,6.78,8.5,6.23,0.68,5,6.59,1,4,102,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.75,7.23,5.15,4.37,5.24,0.0,0,0,0,0,0.9,0,2.89,1.97,Game Developer
Systems & Infrastructure,81.45,83.93,6.79,4.17,6.43,3.44,7.26,3.44,2.88,7.49,3.64,6.33,2.51,2.73,4.71,5.28,3.15,4.68,1.85,4.38,4.84,5.85,6.37,6.88,6.07,0.65,11,6.67,2,13,222,3,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,2,3.64,6.0,1.14,5.21,7.5,3.44,1,0,0,0,8.68,3,7.2,8.37,Embedded Systems Engineer
Quality Assurance & Testing,70.33,84.04,8.29,7.88,5.45,3.2,9.06,4.73,0.25,6.31,5.66,3.21,5.73,2.83,9.09,4.96,7.5,6.11,2.06,2.91,6.69,5.23,5.95,5.81,2.8,0.64,7,6.23,3,16,165,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,0,0,2,0,0,2.86,4.03,1.6,2.39,5.86,3.4,0,1,0,0,2.61,0,3.05,3.43,Automation Test Engineer
"Cloud, DevOps & Platform Engineering",63.5,61.48,7.04,5.31,5.87,1.35,2.15,6.96,3.3,4.98,9.38,3.58,7.76,3.4,5.9,3.65,4.83,6.63,7.4,6.41,5.07,7.59,4.94,8.3,5.87,0.78,7,8.43,1,13,195,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,1,1,0,0,3.4,5.29,6.94,3.01,4.06,0.98,0,0,0,0,2.71,0,1.83,3.79,Cloud Engineer
"Cloud, DevOps & Platform Engineering",86.34,73.74,6.77,6.68,3.49,2.18,1.75,5.26,5.25,7.71,4.66,4.98,6.68,2.57,5.96,3.51,4.19,4.9,10.0,6.62,6.12,7.04,6.17,7.78,4.17,0.74,3,0.97,1,6,136,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,3.26,4.92,3.78,4.0,9.08,0.76,0,0,0,0,3.08,0,3.54,2.83,Infrastructure Engineer
"Cloud, DevOps & Platform Engineering",78.74,75.73,8.05,8.76,6.4,2.99,1.71,4.93,4.21,4.66,6.73,2.84,6.26,1.52,4.01,4.98,5.68,2.38,8.82,4.57,3.45,5.34,4.04,6.19,9.34,0.69,5,5.19,1,8,108,3,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,9.59,8.63,8.36,6.46,4.72,1.73,0,0,0,0,1.63,0,2.97,2.96,Cloud Architect
Software Engineering,68.47,82.45,7.93,5.32,7.75,4.69,3.09,8.98,6.73,8.64,8.39,6.33,9.1,5.38,3.74,6.1,7.96,5.51,7.89,5.07,3.95,4.59,7.79,6.07,5.97,0.67,8,2.47,1,9,174,3,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,1,0,0,0,0,0,0,0,6.86,5.01,3.28,2.26,9.38,1.87,0,0,1,0,2.53,0,2.18,2.61,API Engineer
Data & Artificial Intelligence,83.11,59.17,8.22,7.25,8.0,6.4,2.74,8.88,8.39,6.36,7.69,3.35,1.33,3.0,7.33,8.97,4.69,7.6,6.78,3.93,7.21,6.37,3.51,9.99,6.61,0.91,6,4.81,3,10,207,4,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,3,0,0,1,1,0,4.61,3.85,5.68,9.51,7.55,1.89,0,0,0,1,2.6,0,3.25,4.24,AI Engineer
"Cloud, DevOps & Platform Engineering",84.42,98.46,7.41,6.98,6.63,2.46,4.53,7.25,3.4,5.98,8.22,5.0,8.77,3.82,6.7,4.85,3.87,3.56,8.55,7.33,5.11,7.13,5.5,5.29,7.78,0.78,6,5.14,2,4,224,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,8.97,8.81,8.45,3.71,8.91,1.83,0,0,0,0,4.65,0,1.63,3.56,Solutions Architect
Data & Artificial Intelligence,90.69,85.76,7.86,7.49,9.76,2.97,1.6,6.98,8.83,5.52,5.29,3.34,5.55,3.85,4.18,5.41,2.69,8.28,2.8,6.6,7.02,5.32,6.1,6.33,6.52,0.52,4,4.51,0,6,17,1,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,4.07,4.36,6.31,4.55,4.48,1.62,0,1,0,0,1.95,0,0.65,2.21,AI Engineer
Cybersecurity,59.36,77.99,7.74,2.21,4.66,0.93,3.1,6.05,3.38,5.6,9.28,9.6,6.31,1.67,6.6,2.09,5.51,7.03,4.59,7.94,6.13,5.7,6.7,5.17,8.06,0.75,7,3.02,1,6,100,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,7.32,5.54,4.81,5.17,7.84,8.73,22,6,3,2,0.59,0,2.79,3.23,SOC Analyst
"Cloud, DevOps & Platform Engineering",62.88,79.46,7.61,4.89,9.03,2.49,3.92,6.26,5.25,4.63,8.67,2.39,9.62,5.69,6.09,2.55,3.49,5.12,8.48,7.61,5.55,2.56,3.54,7.87,7.25,0.66,11,8.64,3,18,137,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,9.85,9.37,9.69,4.59,7.98,1.96,1,0,0,0,3.82,1,2.47,2.74,Cloud Architect
Data & Artificial Intelligence,85.15,67.7,8.91,6.81,4.72,5.21,0.71,6.12,7.32,4.4,8.74,4.59,5.75,5.75,4.5,4.13,5.54,9.14,3.9,4.9,5.17,5.76,5.95,8.7,5.61,0.87,9,4.79,0,9,170,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2,1,4.16,6.67,4.65,3.02,3.94,1.12,0,0,0,1,0.65,0,0.9,4.59,AI Engineer
Data & Artificial Intelligence,77.64,88.62,8.28,6.45,6.94,2.32,2.83,7.85,7.56,8.56,3.76,1.88,3.26,4.06,0.86,8.67,5.59,9.57,7.49,4.49,7.55,4.75,4.85,5.1,2.75,0.54,10,2.21,0,14,120,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,1,0,0,0,1,7.6,3.92,1.5,6.18,4.33,1.41,0,0,0,0,0.26,0,0.0,1.03,Machine Learning Engineer
"Cloud, DevOps & Platform Engineering",59.34,81.1,8.45,6.58,6.32,6.01,1.79,4.74,3.75,5.99,7.76,3.66,6.67,1.02,5.82,4.54,3.85,8.31,8.8,3.42,5.58,7.03,8.51,7.38,9.01,0.75,8,6.0,2,10,205,4,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,4,0,0,1,1,6.42,4.88,8.36,3.26,9.48,2.3,0,0,0,2,3.81,1,1.13,1.17,Solutions Architect
Software Engineering,51.47,67.9,7.87,6.25,8.53,3.18,4.55,4.55,5.1,6.51,4.53,1.55,3.35,6.82,5.33,7.31,7.81,8.47,5.56,6.73,3.78,5.56,7.19,3.65,7.6,0.45,5,8.96,0,9,55,0,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,6.16,4.85,1.76,4.64,3.85,0.46,0,0,0,0,1.13,1,1.16,2.06,Systems Software Engineer
Software Engineering,55.44,77.53,8.1,6.09,9.87,10.0,5.43,7.72,9.09,8.88,8.54,7.61,7.38,7.07,3.62,3.53,7.79,5.45,4.95,7.36,3.84,4.2,7.17,5.5,5.89,0.77,7,7.51,3,13,330,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,7.72,4.77,6.03,3.43,6.12,0.81,0,1,0,0,0.79,1,3.41,1.72,Game Developer
Cybersecurity,60.2,79.91,8.81,4.14,6.97,0.23,3.47,2.89,1.78,4.63,8.28,2.62,5.06,2.16,3.74,7.45,2.07,1.43,6.78,8.61,7.61,5.81,4.0,8.79,8.5,0.79,3,4.86,0,5,99,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4.86,5.97,5.09,3.72,5.13,5.88,2,1,0,3,2.76,1,0.6,0.62,GRC Analyst
Systems & Infrastructure,56.67,75.35,7.13,4.47,5.39,9.06,8.03,6.83,2.14,9.93,3.82,5.11,8.67,1.54,3.53,5.47,6.62,6.56,6.46,6.99,5.59,3.53,4.76,6.34,5.87,0.72,7,8.6,2,14,183,6,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,2,0,0,3,0,0,0,0,0,0,7.62,5.87,5.71,8.56,6.69,4.37,0,0,0,0,6.98,0,6.95,8.51,Database Administrator
Cybersecurity,66.33,66.49,7.22,5.37,4.4,3.76,4.35,5.19,4.72,6.39,9.97,5.44,6.43,3.62,7.91,8.29,6.84,8.02,6.03,8.32,4.01,5.71,4.95,5.82,8.08,0.67,12,3.82,3,18,214,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,8.0,10.0,4.92,5.76,7.36,4.86,1,0,0,10,2.94,1,3.91,1.67,GRC Analyst
Data & Artificial Intelligence,82.2,65.14,7.31,5.94,7.69,6.22,3.07,6.64,8.19,8.0,8.36,1.69,2.72,5.24,2.7,5.51,3.21,7.41,8.38,7.78,5.84,4.45,4.03,6.68,6.23,0.71,4,4.16,0,9,35,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7.11,2.54,5.36,2.36,4.9,1.03,0,0,0,0,1.92,0,2.39,0.0,AI Engineer
Data & Artificial Intelligence,76.66,84.28,8.02,7.26,7.22,4.57,3.39,6.79,7.72,7.8,6.3,2.92,6.82,6.68,5.42,1.56,7.49,7.85,4.27,8.25,8.06,3.63,4.49,6.7,4.99,0.52,9,4.28,2,19,193,2,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,0,0,0,0,6.99,6.5,3.65,8.52,6.45,2.94,0,0,0,0,2.8,1,2.71,3.24,Analytics Engineer
Software Engineering,60.46,74.18,7.72,4.82,5.84,7.11,4.58,7.49,3.29,7.75,7.4,5.76,7.6,6.23,6.03,5.13,7.71,4.99,8.68,4.96,6.66,5.06,1.34,6.15,6.62,0.46,11,7.34,1,14,182,2,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,5,1,0,0,0,0,1,0,1,0,5.25,2.55,3.04,4.75,7.14,3.86,0,0,0,0,2.55,0,0.26,2.47,Full-Stack Developer
Data & Artificial Intelligence,80.29,68.71,7.26,10.0,6.33,3.05,5.11,7.79,7.09,8.85,5.89,2.79,1.27,4.1,6.11,5.35,5.74,7.69,3.06,2.85,4.7,4.31,3.66,6.34,7.11,0.61,4,3.17,0,11,11,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6.06,7.09,3.97,2.91,3.93,3.21,0,0,0,0,2.94,1,2.68,3.24,Data Scientist
Data & Artificial Intelligence,78.16,78.75,8.22,7.59,8.16,5.57,6.53,6.21,8.37,9.29,4.84,1.25,3.65,3.5,2.36,3.85,2.3,7.44,0.0,5.79,2.66,3.35,7.57,6.35,5.97,0.46,7,6.45,1,9,100,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.64,3.48,3.0,4.57,8.01,2.72,0,0,1,0,0.01,0,1.57,3.19,AI Engineer
Quality Assurance & Testing,57.89,53.16,6.46,6.65,7.65,3.27,8.66,2.33,3.6,3.88,5.84,1.31,5.29,1.82,8.29,2.74,7.74,7.19,5.87,7.87,6.25,4.72,5.02,5.37,5.9,0.56,7,2.01,1,18,212,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,3,4,0,0,0,8.72,6.51,2.22,1.19,4.84,3.43,0,1,0,0,4.35,0,4.28,0.84,Test Architect
Cybersecurity,66.0,82.42,7.04,6.17,3.86,2.21,1.99,7.93,5.49,0.66,6.0,7.85,5.08,1.77,2.32,3.7,6.85,7.3,6.9,8.39,4.88,2.34,5.96,5.53,8.25,0.61,7,8.62,2,9,118,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,0,0,7.86,5.03,1.88,1.7,5.74,8.96,2,6,4,3,5.65,1,0.83,0.15,Security Analyst
Systems & Infrastructure,73.59,71.23,7.67,7.03,7.54,5.48,10.0,4.5,5.81,9.99,5.25,5.15,7.27,4.09,1.76,9.03,5.18,6.7,6.28,6.58,5.56,7.7,3.36,9.05,6.17,0.74,12,3.85,3,14,225,4,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,0,2,1,0,0,1,6.27,6.05,1.84,8.35,5.49,3.61,0,0,0,2,5.3,0,4.98,6.38,Database Administrator
Software Engineering,83.81,77.1,7.31,2.97,6.63,5.3,6.66,4.74,4.42,6.12,7.5,5.31,8.76,7.49,3.0,9.34,10.0,6.67,2.86,5.04,6.02,3.63,5.48,7.62,8.8,0.66,9,5.94,2,20,228,3,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.91,5.95,6.92,4.82,7.31,1.77,0,0,0,0,2.06,0,4.49,0.95,Application Support Engineer
Systems & Infrastructure,74.91,72.22,7.47,6.7,8.01,2.96,4.59,4.49,1.78,9.72,4.87,4.56,9.27,2.02,4.52,8.8,5.71,5.57,5.98,3.32,3.94,6.92,3.21,6.68,3.69,0.78,12,3.08,3,12,265,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,3.59,7.28,5.51,7.96,5.11,4.3,0,0,0,1,2.59,0,5.83,7.2,Database Administrator
Cybersecurity,72.97,78.19,7.24,6.19,5.52,2.39,0.73,2.78,3.9,4.08,6.37,7.38,8.55,0.47,4.71,1.71,7.79,5.39,5.25,9.39,7.93,5.09,5.79,8.72,5.6,0.84,11,6.77,1,18,194,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,2,1,2,0,0,6.3,4.63,3.26,1.51,3.92,4.22,14,10,2,8,3.16,0,2.16,5.09,Cloud Security Engineer
"Cloud, DevOps & Platform Engineering",51.68,75.34,8.4,6.2,7.69,5.46,0.17,4.45,4.29,5.71,7.27,7.09,10.0,1.15,7.8,4.45,5.53,4.98,8.05,6.36,2.19,9.13,8.05,6.25,3.2,0.52,9,8.09,2,6,258,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,2,2,1,0,0,6.25,4.04,5.64,4.91,8.92,1.59,0,0,0,1,2.83,0,0.4,2.62,Infrastructure Engineer
"Cloud, DevOps & Platform Engineering",80.48,79.65,8.74,8.05,5.62,3.31,2.65,4.54,1.62,8.08,8.0,3.38,7.62,1.83,2.34,0.87,4.01,9.4,9.39,6.16,7.4,6.44,6.72,5.13,4.33,0.47,4,6.69,2,9,86,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,3.77,7.1,2.67,3.38,9.66,0.57,0,0,0,0,2.34,0,4.49,1.4,Infrastructure Engineer
Systems & Infrastructure,58.92,79.07,7.47,6.64,7.29,5.85,3.1,6.79,2.79,8.97,5.58,4.92,5.92,1.97,4.39,8.87,6.77,7.18,3.76,8.34,6.6,4.83,7.15,6.19,5.93,0.54,9,4.45,1,11,131,2,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,3.97,4.96,3.57,5.55,6.96,2.54,0,0,0,0,5.34,0,7.97,4.47,Database Administrator
UI/UX & Product,67.86,62.56,7.45,4.17,4.67,4.84,3.73,5.28,0.0,5.59,3.37,1.87,2.53,7.85,5.85,5.98,4.83,3.7,6.2,6.74,5.3,6.96,8.32,4.39,9.33,0.64,4,5.54,1,4,59,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,3.61,7.06,2.27,1.42,7.66,2.67,0,0,0,0,1.08,0,2.28,0.22,Associate Product Manager
